cot 0,cot 1,cot 2,cot 3,cot 4,cot 5
0.0,0.07373046875,0.4682159423828125,0.31597900390625,0.0973663330078125,0.044708251953125
0.0015106201171875,0.0605621337890625,0.5274810791015625,0.02020263671875,0.2655029296875,0.1247406005859375
0.002685546875,0.13665771484375,0.44232177734375,0.0485687255859375,0.28338623046875,0.0863800048828125
0.0005950927734375,0.068145751953125,0.520355224609375,0.170166015625,0.1289825439453125,0.11175537109375
4.57763671875e-05,0.0572052001953125,0.5196380615234375,0.1868743896484375,0.1218719482421875,0.1143646240234375
0.0,0.0603179931640625,0.5381011962890625,0.1918792724609375,0.1650543212890625,0.044647216796875
9.1552734375e-05,0.0387420654296875,0.5350799560546875,0.186492919921875,0.1741180419921875,0.0654754638671875
0.0,0.056915283203125,0.518157958984375,0.183074951171875,0.20245361328125,0.039398193359375
0.00140380859375,0.061492919921875,0.4905242919921875,0.1824188232421875,0.2113494873046875,0.0528106689453125
0.0,0.0766143798828125,0.4954681396484375,0.14007568359375,0.238800048828125,0.049041748046875
0.0005950927734375,0.084625244140625,0.581329345703125,0.1052703857421875,0.1496429443359375,0.0785369873046875
0.0,0.0936126708984375,0.5078582763671875,0.2247467041015625,0.1154022216796875,0.058380126953125
0.001678466796875,0.0558319091796875,0.4975738525390625,0.02178955078125,0.3097991943359375,0.1133270263671875
0.0029296875,0.0974884033203125,0.469024658203125,0.1597137451171875,0.1894683837890625,0.0813751220703125
0.0010528564453125,0.0469970703125,0.50018310546875,0.17724609375,0.21881103515625,0.0557098388671875
0.0004730224609375,0.0588226318359375,0.534271240234375,0.1328582763671875,0.2126007080078125,0.06097412109375
0.0001373291015625,0.206573486328125,0.5348358154296875,0.0369873046875,0.177459716796875,0.04400634765625
0.1100006103515625,0.0888519287109375,0.5582733154296875,0.0,0.1143951416015625,0.12847900390625
0.0006103515625,0.0754547119140625,0.5421142578125,0.0,0.2085723876953125,0.173248291015625
0.0019683837890625,0.0445709228515625,0.5357666015625,0.1716156005859375,0.1991729736328125,0.046905517578125
0.006927490234375,0.0363006591796875,0.5167694091796875,0.13629150390625,0.227569580078125,0.076141357421875
6.103515625e-05,0.0545654296875,0.4889678955078125,0.2140960693359375,0.2057037353515625,0.0366058349609375
0.0015106201171875,0.0878448486328125,0.51214599609375,0.1274871826171875,0.2149505615234375,0.056060791015625
0.000213623046875,0.0516204833984375,0.49652099609375,0.22705078125,0.1371612548828125,0.087432861328125
6.103515625e-05,0.0484466552734375,0.5175018310546875,0.0268402099609375,0.204071044921875,0.2030792236328125
7.62939453125e-05,0.0493927001953125,0.52215576171875,0.1755828857421875,0.197357177734375,0.0554351806640625
0.0,0.045623779296875,0.520233154296875,1.52587890625e-05,0.2872772216796875,0.1468505859375
3.0517578125e-05,0.083770751953125,0.505523681640625,0.1832427978515625,0.1066741943359375,0.120758056640625
0.0,0.05108642578125,0.490203857421875,0.0,0.1688079833984375,0.2899017333984375
4.57763671875e-05,0.074310302734375,0.513458251953125,0.1768035888671875,0.172760009765625,0.0626220703125
0.0,0.0548553466796875,0.53607177734375,0.1904449462890625,0.1620330810546875,0.0565948486328125
0.0036468505859375,0.11376953125,0.55389404296875,0.0352935791015625,0.2098541259765625,0.0835418701171875
3.0517578125e-05,0.0453948974609375,0.7174072265625,0.0,0.1532745361328125,0.083892822265625
0.00018310546875,0.0943145751953125,0.5172882080078125,0.0735015869140625,0.2587890625,0.0559234619140625
0.0001068115234375,0.0240478515625,0.496673583984375,0.2354888916015625,0.1760406494140625,0.0676422119140625
0.0,0.1220855712890625,0.5086822509765625,0.0466461181640625,0.171539306640625,0.1510467529296875
0.0,0.2319488525390625,0.5062713623046875,0.0373382568359375,0.17987060546875,0.0445709228515625
0.0,0.0642547607421875,0.5148468017578125,0.187957763671875,0.18572998046875,0.047210693359375
0.00048828125,0.0498199462890625,0.5114898681640625,0.0785064697265625,0.3075408935546875,0.052154541015625
0.0,0.03802490234375,0.5381317138671875,0.2090301513671875,0.1838836669921875,0.0309295654296875
0.0050201416015625,0.129150390625,0.5162200927734375,0.1007080078125,0.135894775390625,0.113006591796875
0.0037994384765625,0.03289794921875,0.4994049072265625,0.2335662841796875,0.18310546875,0.0472259521484375
0.0,0.0964508056640625,0.531494140625,0.1343536376953125,0.1575469970703125,0.0801544189453125
0.0,0.072235107421875,0.5485382080078125,0.1283721923828125,0.2141571044921875,0.0366973876953125
0.0003662109375,0.078094482421875,0.5152740478515625,0.112030029296875,0.252960205078125,0.0412750244140625
0.0,0.03948974609375,0.5156707763671875,0.154937744140625,0.22283935546875,0.0670623779296875
0.0,0.0717620849609375,0.5048828125,0.1026458740234375,0.202362060546875,0.11834716796875
0.0,0.059234619140625,0.4956207275390625,0.2192840576171875,0.19598388671875,0.029876708984375
1.52587890625e-05,0.03289794921875,0.5174407958984375,0.2186431884765625,0.1928253173828125,0.038177490234375
0.0,0.02984619140625,0.525848388671875,0.195953369140625,0.167449951171875,0.080902099609375
0.0,0.1052398681640625,0.560211181640625,0.01861572265625,0.19842529296875,0.1175079345703125
0.00067138671875,0.0658416748046875,0.5092926025390625,0.20703125,0.146484375,0.0706787109375
0.002960205078125,0.05328369140625,0.493682861328125,0.1630401611328125,0.197265625,0.0897674560546875
0.0,0.09161376953125,0.5154266357421875,0.157196044921875,0.207000732421875,0.0287628173828125
4.57763671875e-05,0.079742431640625,0.540618896484375,0.1066436767578125,0.205780029296875,0.067169189453125
0.0012054443359375,0.05096435546875,0.5235137939453125,0.19464111328125,0.1731109619140625,0.0565643310546875
0.0,0.049652099609375,0.5140533447265625,0.1998748779296875,0.1551361083984375,0.0812835693359375
0.0001373291015625,0.038116455078125,0.5489654541015625,0.11553955078125,0.2388763427734375,0.0583648681640625
0.0,0.0571136474609375,0.5110321044921875,0.1648712158203125,0.1954345703125,0.0715484619140625
0.0,0.1054534912109375,0.55816650390625,0.0198516845703125,0.1978912353515625,0.1186370849609375
0.0,0.1075897216796875,0.556793212890625,0.0560150146484375,0.1794586181640625,0.1001434326171875
0.0,0.0747833251953125,0.5785980224609375,0.0482177734375,0.1894378662109375,0.1089630126953125
0.0,0.07354736328125,0.572357177734375,0.05706787109375,0.2111358642578125,0.0858917236328125
0.0,0.117156982421875,0.5153961181640625,0.039093017578125,0.226959228515625,0.1013946533203125
0.0,0.104705810546875,0.5317840576171875,0.0840606689453125,0.195831298828125,0.0836181640625
0.0,0.0833282470703125,0.5456085205078125,0.1427001953125,0.1596221923828125,0.0687408447265625
0.0007171630859375,0.05718994140625,0.50555419921875,0.1737060546875,0.1912078857421875,0.071624755859375
0.0,0.0718841552734375,0.534393310546875,0.0482025146484375,0.2397613525390625,0.1057586669921875
0.0,0.0368194580078125,0.541412353515625,0.19720458984375,0.1637420654296875,0.060821533203125
0.0,0.076141357421875,0.5366363525390625,0.091461181640625,0.209564208984375,0.0861968994140625
0.0,0.096405029296875,0.5514678955078125,0.100372314453125,0.19439697265625,0.0573577880859375
0.0,0.0778961181640625,0.561248779296875,0.1114349365234375,0.1718292236328125,0.0775909423828125
0.0,0.0821533203125,0.5477447509765625,0.1194915771484375,0.1760101318359375,0.0746002197265625
0.0,0.047393798828125,0.58001708984375,0.0728759765625,0.200286865234375,0.09942626953125
0.0,0.0638427734375,0.5646514892578125,0.106414794921875,0.1680450439453125,0.0970458984375
4.57763671875e-05,0.16619873046875,0.49847412109375,0.0883331298828125,0.1729278564453125,0.0740203857421875
0.000701904296875,0.1224517822265625,0.5247344970703125,0.08099365234375,0.203887939453125,0.067230224609375
0.000640869140625,0.062896728515625,0.549346923828125,0.080322265625,0.214599609375,0.092193603515625
0.0016021728515625,0.055389404296875,0.5045318603515625,0.02130126953125,0.3036651611328125,0.1135101318359375
0.0012969970703125,0.0753631591796875,0.1431427001953125,0.000152587890625,0.203033447265625,0.5770111083984375
0.0,0.06072998046875,0.562255859375,0.0735931396484375,0.12933349609375,0.1740875244140625
0.0001068115234375,0.0715789794921875,0.52862548828125,0.0583648681640625,0.25018310546875,0.0911407470703125
0.0,0.0665435791015625,0.5119171142578125,0.1260833740234375,0.2362518310546875,0.0592041015625
0.0,0.140350341796875,0.0782318115234375,3.0517578125e-05,0.1381072998046875,0.643280029296875
0.0,0.0797119140625,0.0,4.57763671875e-05,0.2256927490234375,0.694549560546875
0.0,0.12298583984375,0.4810028076171875,0.1195068359375,0.1897125244140625,0.0867919921875
0.0,0.1149139404296875,0.51947021484375,0.0079345703125,0.1549530029296875,0.202728271484375
0.0,0.06427001953125,0.5312652587890625,9.1552734375e-05,0.2454681396484375,0.158905029296875
